전시구분, 장소, 제목, 참여작가, 기간, 전시실
과거전시,해외,한국 - 우즈베키스탄 문화교류전: 향수전 ,,2014.01.17-2014.11.30,우즈베키스탄 예술아카데미 산하 중앙전시관
과거전시,과천,TRANSFER 한국-NRW,마누엘 그라프. 자샤 폴레. 유르겐 슈탁. 정 승. 함경아,2013.12.14-2014.05.25,제 1 원형전시실
과거전시,레지던시,고양창작스튜디오 내부기획전시 <5mm x 7>,김경주. 김도경. 김민정. 김민주. 김효숙. 양정욱. 조소희,2013.11.22-2013.12.06,고양창작스튜디오
과거전시,레지던시,창동창작스튜디오 하반기 기획전 <DIMENSIONS VARIABLE>,데바슈리 다스. 리우라 가르첼라노. 모니카 자와스키. 알렉스 위태커. 압두스 살람. 츠요시 안자이. 테드 옹크. 폴 카잔더. 프란딥 칼리타 ,2013.11.21-2013.12.15,창동스튜디오
과거전시,서울,자이트가이스트 · 시대정신,미술관 소장 작가 40여 명,2013.11.12-2014.04.27,제 1. 2 전시실
과거전시,서울,한진해운 박스 프로젝트: 서도호,서도호,2013.11.12-2014.09.14,서울박스
과거전시,서울,현장제작 설치 프로젝트: 최우람,최우람,2013.11.12-2014.11.09,중앙홀
과거전시,과천,중국 인도 현대 미술전: 풍경의 귀환,아추탄 라마찬드란. 아툴 도디야. 굴람모함메드 쉐이크. 자간나트 판다. 나브조 알타프. 청란. 장펑이. 허 지앤. 지아 아이리. 미야오 샤오춘 등,2013.11.12-2014.03.02,제 1. 2 전시실
과거전시,서울,현장제작설치 프로젝트 : 장영혜중공업,Younghae Chang Heavy Industries,2013.11.12-2014.03.30,제 6전시실. 창고
과거전시,서울,미술관의 탄생_국립현대미술관 서울관 건립기록전,노순택. 백승우. 양아치 등,2013.11.12-2014.07.27,제 8 전시실
과거전시,서울,연결_전개,타시타 딘. 킴 존스. 아마르 칸와르. 마크 리. 리 밍웨이. 키시오 스가. 양민하,2013.11.12-2014.02.28,제 3. 4. 5 전시실
과거전시,서울,알레프 프로젝트,국내 및 해외 초청 작가 30여명,2013.11.12-2014.05.25,제 7 전시실. 미디어랩. 멀티프로젝트홀. 중층 로비
과거전시,서울,서울관 야외조각 프로젝트,김정숙. 엄태정. 이우환. 박영숙. 김승영. 정 승. 알렉산더 칼더,2013.11.12-2014.04.30,야외(종친부마당. 전시마당. 선큰가든. 경복궁마당 등)
과거전시,덕수궁,명화를 만나다 - 한국근현대회화 100선전,근현대 대표작가 57명,2013.10.29-2014.03.30,제 1 ~ 4 전시실
과거전시,과천,뉴미디어 소장품전 미래는 지금이다 The Future is Now!,고승욱. 공성훈. 곽덕준. 김범수. 김세진. 김수자. 이 불. 임민욱. 정정주. 함양아 등(총 26명),2013.10.02-2014.05.25,제 1 원형전시실
과거전시,과천,비디오 빈티지: 1963-1983,Jean Dupuy. Sanja Ivekovic. les Levine. 백남준. 차학경. Peter Campus. Bill Viola. Chris Marker. Thierry Kuntzel. Dennis Oppenheim. Gerry Schum/Daniel Buren 등,2013.10.02-2013.12.31,제 1 원형전시실
과거전시,덕수궁,국립현대미술관 소장품 특별기획전 : 삶 속의 미술,박래현. 변관식. 서진달. 손동진. 손일봉. 오지호. 이응로. 임숙재. 임응식 등,2013.09.17-2013.10.13,1 ~ 4 전시실
과거전시,과천,사진의 눈,고남수. 구성연. 김광수. 김도균. 김장섭. 데이비드 호크니. 마이크&덕 스탄. 박일구. 배병우. 발레리 블랭. 방병상. 베르나르 포콩샌디 스코글런드. 신정룡. 유현미. 이정진. 임상빈. 장원영. 천경우 등,2013.09.13-2014.08.24,제 6전시실
과거전시,과천,데이비드 호크니: 와터 부근의 더 큰 나무들,데이비드 호크니,2013.09.03-2014.02.28,중앙홀
과거전시,과천,한국 현대미술_거대서사Ⅱ,백남준. 박현기. 김순기. 한기창. 조덕현. 노순택. 박찬경. 심철웅. 고낙범. 권오상. 천성명. 정연두. 이용백. 김신일 등,2013.08.20-2014.06.22,제 4 전시실
과거전시,과천,권진규. 김정숙 기증 작품 특별전,권진규. 김정숙,2013.08.20-2014.06.01,2. 3층 회랑
과거전시,해외,한국현대판화 50년전,백남준. 윤명로. 한운성. 이항성. 최영림. 김상유 등,2013.08.01-2013.08.23,Metropolitan Museum of Manila. 필리핀
과거전시,과천,디자인; 또 다른 언어,고만기. 김영나. 김한규. 김희원. 박원민. 이은재. 이정은. 이제석. 잭슨홍. 최정유,2013.07.25-2014.05.04,디자인 상설 전시실
과거전시,과천,올해의 작가상 2013,공성훈. 신미경. 조해준. 함양아,2013.07.19-2013.10.20,제 1. 2 전시실
과거전시,과천,공예특별전: 장식과 환영 - 현대장신구의 세계,44명,2013.06.12-2014.03.23,제 2 원형전시실
과거전시,해외,Who is Alice?,고명근. 권오상. 김범. 김두진. 김정욱. 박영근. 박홍천. 오형근 등,2013.06.01-2013.11.24,LIGHTBOX. 베니스
과거전시,덕수궁,야나기 무네요시,야나기 무네요시,2013.05.25-2013.07.21,제 1. 2 전시실
과거전시,덕수궁,삶 속의 미술: 근대 미술 컬렉션,,2013.05.25-2013.07.21,
과거전시,해외,Another Chain Bridge,금혜원. 김민주. 김지민. 박승훈. 서민정. 이연숙. 전소정. 조소희. 천대광,2013.04.30-2013.06.28,주헝가리한국문화원 내 전시실 등
과거전시,과천,소장품 특별기획전 <빌 비올라>,빌 비올라,2013.04.16-2013.09.01,제 1 원형전시실
과거전시,과천,윤명로: 정신의 흔적,윤명로,2013.03.26-2013.06.23,제 2 전시실. 중앙홀
과거전시,과천,젊은 모색 2013,구민자. 김민애. 김태동. 박재영. 박제성. 백정기. 심래정. 유현경. 하대준,2013.03.12-2013.06.23,제 1 전시실
과거전시,과천,그림일기: 정기용 건축 아카이브,정기용,2013.02.28-2013.12.29,제 5 전시실
과거전시,덕수궁,국립현대미술관 소장품 특별기획전 : 한국근대미술,안중식. 고희동. 오지호. 이중섭. 김환기. 박수근 등,2013.01.25-2013.04.21,제 3. 4 전시실
과거전시,덕수궁,프라하의 추억과 낭만 : 체코프라하국립미술관 소장품전,체코 미술사 거장 28명,2013.01.25-2013.04.21,제 1. 2 전시실
과거전시,과천,2012 사진기증작품 특별전,강운구. 구본창. 난다. 민병헌. 박영숙. 방병상. 이갑철. 이상현. 이선민. 주명덕. 최봉림. 황규태,2012.12.21-2013.08.25,제 6 전시실
과거전시,과천,임충섭: 달. 그리고 월인천지,임충섭,2012.12.12-2013.02.24,제 2 전시실
과거전시,과천,신소장품 2011,박수근. 남관. 문범. 진기종. 니꼴라 물랭. 윌리엄 켄트리지 등,2012.12.04-2013.02.11,제 1전시실. 중앙홀
과거전시,덕수궁,대한제국 황실의 초상: 1880 - 1989,없음,2012.11.16-2013.01.13,제 1. 2전시실
과거전시,과천,몽유_마술적 현실,53작가,2012.10.23-2013.03.24,제 1원형전시실
과거전시,과천,시적 사물_현대공예전시,김남수. 김준용. 마조리 쉭. 박석우. 우진순. 이동춘 등,2012.09.28-2013.05.19,제 2 원형전시실
과거전시,덕수궁,《덕수궁 프로젝트》,김영석. 류재하. 류한길. 서도호. 성기완. 이수경. 이정화. 임항택. 정서영. 정영두. 최승훈+박선민. 하지훈,2012.09.19-2012.12.02,및 덕수궁 경내
과거전시,과천,올해의 작가상 2012,김홍석. 문경원·전준호(공동작업). 이수경. 임민욱 (총 4팀),2012.08.31-2012.11.11,제 1. 2 전시실 및 중앙홀
과거전시,레지던시,2012 창동창작스튜디오 상반기 지역연계 프로젝트 결과보고전 《창동그라피 Changdong-graphy》,국립현대미술관 창동창작스튜디오 상반기 지역연계 프로젝트 참여작가 2명 리금홍 <규방가사-각명기(刻銘記)>.홍원석 <시발(時發)공짜택시>,2012.07.17-2012.08.09,창동창작스튜디오
과거전시,과천,하종현展,하종현,2012.06.15-2012.08.12,제 2전시실 및 중앙홀
과거전시,과천,MOVE Art and Dance since 1960s,파블로 브론스타인. 라 리보. 트리샤 브라운 등 21명,2012.06.06-2012.08.12,제 1전시실 및 제 1원형전시실
과거전시,덕수궁,鄕 이인성 탄생 100주년 기념전,이인성,2012.05.26-2012.08.26,
과거전시,과천,비밀의 숲,밈모 팔라디노. 한기창. 황인기. 정경연. 변연미,2012.05.03-2013.07.28,2.3층 회랑
과거전시,과천,한국현대미술_거대서사 1,박서보. 윤형근. 김구림. 전성우. 임옥상 등 약 130여명,2012.05.01-2013.07.14,제 4 전시실
과거전시,과천,어린이미술관 Edu-Studio,오창근. 원광연. 애브리웨어. 이배경 등,2012.04.27-2013.12.31,어린이미술관(제 7전시실)
과거전시,과천,판화의 새로운 지평 / 드로잉의 새로운 지평,곽남신. 윤명로. 박수근. 심문섭 등 68명,2012.04.10-2013.02.11,제 5 전시실
과거전시,과천,소장품 특별기획전: 침묵의 이미지,구본창. 배병우. 황규태. 이명호. 토마스 스트루스. 칸디다 회퍼 등,2012.04.06-2012.12.14,제 6전시실
과거전시,기타,아트 프로젝트 2012: 교감,류재하. 이세현. 함경아. 이수경. 이용백. 한성필. 정주하. 코바야시 후미코. 츠바키 노보루. 오노 타다시,2012.03.25-2012.03.28,코엑스. 2012 서울핵안보정상회의 미디어센터
과거전시,과천,국립현대미술관 미디어 소장품 특별전,윌리엄 켄트리지. 크리스티앙 볼탕스키,2012.03.23-2012.10.31,제 2 원형 전시실
과거전시,레지던시,플레잉 온 - Playing On,국립창작스튜디오 해외 입·출신작가 7인 (Andreas Zingerle. Kate Tessa Lee. Matthias Scholten. Yoko Shimizu. Chinmoyi Patel. Cecilia Corzo Robledo. Palash Bhattachar),2012.03.19-2012.05.17,창동창작스튜디오
과거전시,과천,한국의 단색화 - Dansaekhwa: Korean Monochrome Painting,이우환. 박서보 등 총 31명,2012.03.17-2012.05.13,제 1. 2 전시실 및 중앙홀
과거전시,레지던시,인트로 INTRO,고양창작스튜디오 2012년 입주작가 21명,2012.03.09-2012.05.31,고양창작스튜디오
과거전시,과천,국립현대미술관 아트폴리 2012_큐브릭,미정,2012.01.01-2012.06.30,야외 / 서울대공원 광장
과거전시,덕수궁,임응식 - 기록의 예술. 예술의 기록,임응식 외 21작가,2011.12.21-2012.02.12,
과거전시,과천,아름다운 만남: 기증작품 특별전,오지호 외 출품기증작가,2011.12.05-2012.04.11,제3.4전시실 및 2층 회랑
과거전시,과천,텔미텔미: 한국_호주 현대미술 1976~2011,한국과 호주 48명 작가,2011.11.10-2012.02.19,1.2.중앙홀
과거전시,덕수궁,<소통의 기술: 안리 살라. 함양아. 필립파레노. 호르헤 파르도>,안리살라. 필립파레노. 호르헤파르도. 함양아,2011.10.18-2011.12.04,
과거전시,기타,청계천 프로젝트: 있잖아요,미정,2011.09.07-2011.10.23,서울 특별시 청계천 광장
과거전시,과천,<올해의 작가 23인의 이야기 1995-2010>전,전수천.윤정섭. 황인기. 정연두. 박기원. 곽덕준.승효상 등 23명,2011.08.09-2011.11.06,제 3. 4 전시실
과거전시,과천,오늘의 프랑스 미술: Marcel Duchamp Prize,16명 작가,2011.07.26-2011.10.16,제 1. 2 전시실
과거전시,덕수궁,이것이 미국미술이다 ; 휘트니미술관展,47명 작가,2011.06.11-2011.09.25,
과거전시,과천,《 신소장품 2010 》,김수자 외 23명,2011.04.12-2011.06.26,제 1전시실
과거전시,과천,<김종학> 전,김종학,2011.03.29-2011.06.26,제2전시실
과거전시,덕수궁,<소장품기획- 추상하라> 展,황용진. 임옥상. 김홍석. 고낙범. 곽덕준. 박서보 등 71명 작가,2011.03.25-2011.05.22,(서울시 중구 덕수궁내)
과거전시,과천,Made in Popland(한중일 삼국의 팝아트),한. 중. 일 3개국 40여명,2010.11.12-2011.02.20,1.2.중앙홀
과거전시,과천,G20 조용한 행성의 바깥,박현기.육태진. 김승영. 김기철. 조덕현. 김영진. 이 불. 김홍석,2010.11.10-2011.12.31,제2원형전시실
과거전시,덕수궁,피카소와 모던아트 전 (알베르티나 미술관 소장품전),피카소 등 39명 작가,2010.10.26-2011.03.01,
과거전시,과천,《한국추상철조의 선구자. 송영수》,송영수,2010.10.12-2010.12.26,제5전시실
과거전시,과천,정창섭,정창섭,2010.08.03-2010.10.17,제 2전시실
과거전시,과천,국립현대미술관 어린이 미술관  “달토끼. 어린이미술관에서 놀다”,약 18명,2010.07.30-2011.11.30,어린이미술관
과거전시,덕수궁,아시아 리얼리즘,한국. 중국. 일본. 인도. 인도네시아. 싱가포르. 말레이시아. 베트남. 타이. 필리핀 등 10개국 90여명,2010.07.27-2010.10.10,1.2.3.4전시실
과거전시,과천,언어의 그늘 - 바르셀로나 현대미술관 소장품전(한국 스페인 수교 60주년 기념),타피에스. 몬타다스. 조앤 조나스. 리타 맥브라이드 등 세계적인 작가 53명,2010.07.13-2010.10.03,제1전시실. 중앙홀
과거전시,과천,잊혀진 전쟁. 현실의 분단,8명,2010.06.25-2011.07.17,제 4전시실 일부 코너
과거전시,덕수궁,달 은 가 장 오 래 된 시 계 다,강익중. 김호득. 김홍주. 도윤희. 박현기. 백남준 등 11명,2010.05.08-2010.07.04,덕수궁미술관
과거전시,과천,젊은 모색 1981-2010,고영훈. 문범. 허진. 이수경 등 43명,2010.04.17-2010.06.06,제1.7전시실 및 야외조각장
과거전시,과천,올해의 작가 박기원 - 누가 미술관을 두려워하랴,박기원,2010.04.06-2010.06.27,제2전시실. 중앙홀
과거전시,덕수궁,봄을 기다리는 소년 - 박노수,박노수,2010.03.17-2010.04.18,1.2.3.4전시실(02-2022-0600)
과거전시,기타,『서울관 건축설계 아이디어 공모 출품작』전,360여명,2010.02.09-2010.02.21,서울관 건립 부지내 / 구 기무사 강당
과거전시,과천,메가시티 네트워크: 한국현대건축 서울,권문성.김영준.김인철.유걸.유석연.이종호.이충기.정기용.조남호.조민석.조병수.주대관.최문규.황두진.(주)공간그룹(이상림).(주)정림건축.안세권,2009.12.23-2010.03.07,제7 전시실
과거전시,덕수궁,권진규전,권진규,2009.12.22-2010.03.01,덕수궁미술관
과거전시,과천,국립현대미술관 미술창작스튜디오 특별전 <버라이어티전>,16명,2009.11.12-2009.12.06,제 7전시실
과거전시,기타,찾아가는 미술관 2009_제3의 불,,2009.10.28-2009.11.27,
과거전시,과천,예술의 새로운 시작 - 신호탄,58명,2009.10.22-2009.12.06,서울관 건립예정지
과거전시,과천,박하사탕 - 한국현대미술 중남미순회전 귀국전,23명,2009.10.21-2010.03.07,제1전시장. 제2전시장. 중앙홀
과거전시,덕수궁,배병우전,배병우,2009.10.01-2009.12.06,덕수궁미술관
과거전시,과천,컬렉션. 미술관을 말하다,박수근. 이중섭 등 200여명,2009.09.29-2011.07.17,제 3.4.6전시실
과거전시,과천,나에게로 떠나는 여행 : 이병용 유작전,이병용,2009.09.11-2009.10.25,제7전시실
과거전시,과천,아리랑 꽃씨 - Korean Diaspora Artists in Asia,김현룡 외,2009.07.17-2009.09.27,제 2전시실
과거전시,과천,올해의 작가 2009 - 서용선,서용선,2009.07.03-2009.09.20,제1전시실. 중앙홀
과거전시,덕수궁,페르난도 보테로,페르난도 보테로,2009.06.30-2009.09.17,
과거전시,과천,만화_한국만화100년,이도영외 한국 만화 작가 250명 내외. 현대미술작가 18명,2009.06.03-2009.08.23,제7전시실
과거전시,과천,인도현대미술전 - 세 번째 눈을 떠라!,인도현대미술 대표작가 27명,2009.04.17-2009.06.07,국립현대미술관 1. 2 전시실 및 중앙홀
과거전시,과천,《신소장품 2008》,김은호 외,2009.03.17-2009.10.04,제6전시실
과거전시,과천,멀티플/다이얼로그 ∞,백남준. 강익중,2009.02.06-2010.02.07,램프코어
과거전시,덕수궁,한국 근대미술 걸작전: 근대를 묻다,이중섭. 박수근. 김환기. 천경자. 김기창. 이응로. 박래현. 나혜석 등 한국 근대작가 105명,2008.12.23-2009.03.22,
과거전시,과천,거울아. 거울아- 그림 속 사람들 이야기,고산금 외,2008.12.20-2010.06.25,어린이미술관
과거전시,과천,한국미술 1980-2000,신순남 외,2008.12.12-2009.09.06,국립현대미술관 4전시실. 2층 회랑 일부
과거전시,과천,미스테리오(Misterio)-박재곤 유작전,박재곤,2008.12.12-2009.03.01,제6전시실
과거전시,과천,젊은 모색 2008,현대미술 전 장르 국내 젊은 작가 17명,2008.12.05-2009.03.08,제1.2 전시실 및 중앙홀
과거전시,기타,2008 찾아가는 미술관: 과학정신과 한국현대미술전,,2008.11.05-2008.12.05,
과거전시,과천,소장품전<한국미술1960-1980>,도상봉 외,2008.10.25-2009.09.06,3전시실. 2층회랑 왼쪽
과거전시,과천,시들지 않는 꽃 - 손상기 작고 20주기 전,손상기,2008.10.17-2008.12.07,제7전시실
과거전시,과천,한국 태국 수교 50주년 기념 《Daily life in Korea》,윤석남. 박영숙. 정연두. 이원석. 박은태. 노순택. 김범석. 강홍구. 방정아. 박불똥. 윤남웅. 신학철. 이동욱. 고산금. 하차연. 오재우,2008.10.02-2008.10.31,방콕 퀸즈 갤러리
과거전시,과천,한국현대사진전,정범태. 임응식. 이형록. 김영수. 주명덕. 강운구. 구본창. 오형근. 배병우. 민병헌 등 106여명,2008.08.15-2008.10.26,
과거전시,덕수궁,20세기 라틴아메리카 거장전,중남미 16개국 84명,2008.07.26-2008.11.09,
과거전시,과천,미술이 만난 바다,강소영. 김연. 김지민. 김한나. 노주련. 노준. 도영준. 민광식. 손현욱. 심소라. 안상희. 여동헌. 우혜민. 유영운. 이서미. 이연성. 이완. 이웅배. 조덕환. 조형신. 최석운. 최승준. 숨쉬다(오수연. 오혜선). YMAP,2008.07.19-2008.09.15,7전시실
과거전시,과천,빌 비올라-해변 없는 바다,빌 비올라,2008.05.30-2008.10.26,원형전시실
과거전시,해외,민중의 고동 : 한국미술의 리얼리즘1945-2005,,2008.05.24-2008.06.26,
과거전시,과천,올해의 작가 2008 - 장연순,장연순,2008.05.23-2008.07.20,중앙홀. 제2전시실
과거전시,해외,한국현대미술중남미순회-박하사탕,배영환. 전준호. 최정화 등,2008.05.07-2008.07.06,아르헨티나 국립미술관
과거전시,덕수궁,까르띠에 소장품전,,2008.04.22-2008.07.13,
과거전시,과천,아네트 메사제,아네트 메사제,2008.03.28-2008.06.15,제1.7전시실
과거전시,과천,2007 신소장품,이응노. 이종구. 이형구. 베르나르포콩. 백남준 등,2008.02.28-2008.04.27,제2전시실 및 중앙홀
과거전시,과천,소장품전_한국미술 1910-1960,나혜석. 구본웅. 이인성. 김경승. 오지호. 김환기. 박수근. 이중섭. 권진규. 김기창. 장우성. 장욱진 박래현. 남관. 정규. 윤효중. 이상범. 변관식. 임응식 등,2008.02.23-2008.12.17,제5전시실
과거전시,덕수궁,최영림·무나카타 시코,최영림. 무나카타 시코,2008.01.23-2008.03.30,
과거전시,과천,방방 숨은그림찾기,이명환. 김상균.백미현.신주혜.주성혜.이소윤.황연주.송민경.이유경.한우리.노주련.안정주. 이태일.변경수.우윤정.황혜선.장윤성.여동헌.박현정.박정순.안필연 등 22명,2007.12.27-2008.02.10,제7전시실
과거전시,과천,한국현대판화 1958-2008,최영림.정규.이항성.이상욱.유강렬.김정자.변월룡.함창연.강환섭.김봉태.김상유.김종학.배륭.권녕숙.강국진.석란희등 133명,2007.12.14-2008.02.10,제1.2전시실. 중앙홀
과거전시,과천,소장품특별전 <전통과 현대사이>,이한우. 오승윤. 김봉태. 전혁림. 강용면. 이만익. 함섭. 정창섭. 전광영. 손준호. 박생광. 김선두. 황창배. 이영수. 유승호. 김정숙. 오천학 등,2007.11.16-2008.05.18,제6전시실
과거전시,덕수궁,고통과 환희의 변주 : 김보현의 화업 60년전,김보현,2007.10.12-2008.01.06,
과거전시,해외,민중의 고동 : 한국미술의 리얼리즘1945-2005,김만술. 김경인. 임응식. 정범태. 임옥상. 오윤. 신학철. 강요배. 홍성담. 주재환. 황재형. 김용태. 김인순. 이종구. 방정아. 노순택. 조습 등 60여명,2007.10.06-2008.08.24,반다이지마미술관. 후쿠오카 아시아미술관 등
과거전시,해외,"한국현대미술 중남미 순회전 ""박하사탕""",23명,2007.09.13-2007.11.18,칠레 산티아고현대미술관(MAC)
브라질 상파울루 현대미술관(MAM) ,,,,,
아르헨티나 부에노스아이레스 국립미술관(MNBA),,,,,
과거전시,과천,한국의 행위미술 1967 - 2007,40여 인/팀,2007.08.24-2007.10.28,제2전시실
과거전시,과천,한ㆍ중수교 15주년 기념전《부유(浮游)-중국미술의 새로운 흐름》,챠오 징핑(曹萍) 외,2007.08.17-2007.10.28,중앙홀. 제1전시실. 제7전시실
과거전시,해외,한·중수교 15주년기념 한국현대미술(북경 중국미술관),미정,2007.08.10-2007.09.16,북경 중국미술관
과거전시,덕수궁,합스부르크 왕가 컬렉션 - 비엔나미술사박물관전,렘브란트. 루벤스. 벨라스케스. 티치아노 등,2007.06.26-2007.09.30,
과거전시,기타,2006 신소장품 지방순회전_광주시립미술관,,2007.06.01-2007.07.17,광주시립미술관 제2층전시실
과거전시,과천,올해의 작가 2007 - 정연두,정연두,2007.05.23-2007.07.29,제2전시실
과거전시,과천,베르나르 브네 : 선 ∞ 흔적 ∞ 개념,베르나르 브네,2007.05.18-2007.07.22,중앙홀. 제1전시실. 야외공간
과거전시,과천,잊을 수 없는 기억: 게오르그 바젤리츠의 러시안 페인팅,게오르그 바젤리츠,2007.05.11-2007.07.15,제7전시실
과거전시,덕수궁,남농 허건,남농(南農) 허건(許楗),2007.05.04-2007.06.10,
과거전시,과천,국립미술창작스튜디오 개관 5주년전 - 공통경계,권오상. 김상균. 김종구. 김창겸. 박윤영. 양만기. 유영호. 이광호. 이배경. 이호진. 정주영. 정재철. 한기창,2007.04.13-2007.04.26,제7전시실
과거전시,과천,백남준1주기 추모전 - 부퍼탈의 추억,백남준,2007.03.23-2007.05.06,제2전시실
과거전시,과천,박길웅 작고 30주기전,박길웅,2007.03.08-2007.08.26,제5전시실
과거전시,과천,신소장품 2006,113명,2007.02.23-2007.04.01,중앙홀. 제1. 7전시실
과거전시,덕수궁,마리노 마리니,아시아 11개국 76명,2007.02.14-2007.04.22,
과거전시,과천,어린이 특별전 - 노아의 방주,이응노. 장욱진. 오지호. 노은님. 신현중 등 총 41명,2007.02.10-2007.03.11,제2전시실
과거전시,과천,푸른 눈에 비친 옛 한국. 엘리자베스 키스,엘리자베스 키스,2006.12.08-2007.02.25,제5전시실
과거전시,과천,니키 드 생팔,니키 드 생팔,2006.11.17-2007.01.21,제2전시실
과거전시,덕수궁,<장 뒤뷔페>전,장 뒤뷔페,2006.11.09-2007.01.28,전관 (1~4 전시실. 중앙홀)
과거전시,과천,올해의 작가 2006 : 정 현,정 현,2006.10.13-2006.12.17,제1전시실. 미술관 정문 앞 계단. 중앙홀
과거전시,과천,젊은 모색 2006,김신일. 김안녕. 목진요. 김홍희. 안강현. 박미경. 이강원. 안정주. 정재호. 이해민선. 조해준. 잭슨홍. 진기종. 최상아. 홍보람. 황종명,2006.09.29-2006.11.26,제7전시실
과거전시,기타,2005 신소장품 지역순회전,,2006.09.29-2006.11.05,
과거전시,과천,작고 20주기 회고전 - 오윤 : 낮도깨비 신명마당,오윤,2006.09.22-2006.11.05,제2전시실
과거전시,과천,잊혀진작가 김범렬 회고전,김범렬,2006.08.12-2006.10.29,제5전시실
과거전시,과천,현대사진가 5인: 먹·빛풍경,배병우. 주명덕. 민병헌. 이정진. 이경홍,2006.08.11-2007.08.19,제6전시실
과거전시,덕수궁,롭스와 뭉크 - 남자와 여자,롭스. 뭉크,2006.08.11-2006.10.22,
과거전시,기타,국립현대미술관 2005 <신소장품 지역순회>전,,2006.06.10-2006.07.02,
과거전시,과천,광복60주년기념 한국미술100년(2부),,2006.06.02-2006.09.10,
과거전시,덕수궁,근대의 꿈 : 아이들의 초상,오지호. 김종태. 이중섭. 박수근. 이인성. 김기창. 이쾌대. 진환. 배,2006.05.19-2006.07.30,
