전시구분, 장소, 제목, 참여작가, 기간, 전시실
과거전시,과천,'91 현대미술초대전: 한국화. 서예. 공예,강남미외 408명 <br> ▶ 한국화 - 강행원. 곽정명. 구지연. 구창서. 권기윤. 권영우. 김근중. 김금출. 김기창. 김 대원. 김대원. 김동수. 김동협. 김문식. 김병종. 김보희. 김수길. 김아영. 김영 기. 김영길. 김옥진. 김 원. 김원세. 김재배. 김정묵. 김진관. 김천두. 김천영. 김철성. 김춘옥. 김태정. 김학수. 김형수. 김호득. 김흥종. 나기환. 나상목. 문 은희. 문장호. 민경갑. 박남철. 박노수. 박대성. 박봉수. 박선희. 박세원. 박종 기. 박춘묵. 박항환. 백순실. 변상봉. 서세옥. 서정태. 석철주. 선학균. 성창경. 손기종. 송계일. 송수남. 송수련. 송영방. 신산옥. 신영상. 심경자. 심재영. 안 동숙. 안상철. 안석준. 오낭자. 오병인. 오숙환. 오용길. 원문자. 류민자. 류지 원. 유 황. 윤애근. 윤여환. 윤옥순. 윤인기. 이건걸. 이경수. 이규선. 이길원. 이동식. 이상원. 이상찬. 이석구. 이설자. 이숙자. 이양원. 이억영. 이열모. 이 영복. 이영석. 이영수. 이왈종. 이용휘. 이원좌. 이윤영. 이윤호. 이윤희. 이인 실. 이재호. 이정신. 이종상. 이철량. 이철주. 이현옥. 이화자. 임송희. 임 효. 장상의. 장선백. 장철야. 장혜용. 전내식. 전영화. 정명희. 정승섭. 정종해. 정 치환. 정탁영. 정하경. 조평휘. 주민숙. 차명희. 차영규. 최성숙. 최응규. 최한 동. 하태진. 한유동. 한진만. 한풍열. 홍석창. 홍순주. 홍용선. 황창배  <br> ▶ 서예 - 고 강. 공영석. 권갑석. 권오실. 최창륜. 금기풍. 김구해. 김기성. 김능성. 김단 희. 김덕규. 김동연. 김봉근. 김상용. 김상필. 김세호. 김양동. 김영기. 김제인. 김정묵. 김정재. 김제운. 김종범. 김준구. 김준섭. 김진익. 김진화. 김창동. 김 충현. 김태균. 김태수. 김혜배. 김훈곤. 김희진. 노성희. 문선자. 문육생. 민승 기. 민이식. 박근술. 박동규. 박병규. 박수자. 박승배. 박영진. 박원규. 박윤오. 박종회. 박태준. 박행보. 배길기. 배종승. 배재식. 변수길. 변요인. 서경보. 서 근섭. 서용석. 서정한. 서희환. 선주선. 소병순. 손경식. 송명석. 송성용. 송전 석. 송하영. 신경희. 신덕선. 신두영. 신정희. 심우식. 심현삼. 양진리. 여원구. 오명섭. 오제봉. 우재경. 원중식. 유영희. 유인식. 유치웅. 윤양희. 윤춘수. 이 곤. 이곤순. 이규진. 이기우. 이돈흥. 이동규. 이동익. 이병순. 이상복. 이성조. 이수덕. 이영수. 이완종. 이왕재. 이윤섭. 이윤용. 이재림. 이지연. 이한순. 인 영선. 임재우. 임창순. 임현기. 전도진. 전정우. 정계조. 정광주. 정도준. 정연 교. 정우종. 정웅표. 정재흥. 정제도. 정주상. 정태희. 조기동. 조문희. 조수현. 조수호. 조용민. 조용철. 조용선. 조재호. 조종국. 조종숙. 천갑영. 최난주. 최 명환. 최부수. 최정균. 최정혜. 하남호. 하진담. 하한식. 한두철. 한영구. 한태 상. 허남전. 현중화. 황성현. 황 욱  <br> ▶  공예 - 강석영. 강찬균. 고문자. 고성종. 고승관. 곽계정. 곽대웅. 곽순화. 권상오. 권 순형. 권오훈. 김근배. 김덕겸. 김명태. 김석환. 김 설. 김성수. 김수정. 김승희. 김윤환. 김익영. 김종열. 김지건. 김지희. 김태순. 김태희. 김헌언. 남경숙. 남 상교. 남용우. 남철균. 노경조. 노은희. 박수철. 박숙희. 박정석. 박제덕. 박향 숙. 박현숙. 박형철. 박호성. 배만실. 배진환. 백 일. 백태원. 백태호. 변건호. 서길용. 서재행. 서한달. 성옥희. 손정리. 송명수. 송순영. 신광석. 신권희. 신 상재. 신상호. 신영옥. 양행기. 엄광섭. 엄상문. 오순희. 오영민. 오원택. 오융 경. 오일환. 오천학. 원경환. 원대정. 원주안. 유리지. 유철연. 유현주. 유혜자. 윤 근. 이경희. 이규성. 이덕수. 이동일. 이부웅. 이성근. 이성순. 이수종. 이승 원. 이신자. 이양섭. 이정숙. 이희선. 임무근. 임옥수. 임홍순. 장수홍. 장연순. 장윤우. 전인환. 정경연. 정담선. 정대유. 정양희. 정옥란. 정용주. 정정희. 정 진원. 주예경. 조일상. 조정현. 천복희. 최병훈. 최숙경. 최승천. 최열자. 최영 근. 최영자. 최현칠. 한길홍. 한봉림. 홍경희. 홍정실. 황종구. 황종례. 황현숙,1991.08.02-1991.08.31,제1.2.7전시실. 중앙홀
과거전시,과천,목화의 예술적 변용,22명,1991.07.16-1991.07.25,제2전시실 일부
과거전시,과천,한일현대조각전,,1991.06.29-1991.07.07,
과거전시,기타,한국현대회화 유고순회전,25명-한만영. 황창배. 윤연희. 황용엽. 김원숙. 서세옥. 박서보. 정상화. 김홍조.  정병국. 이숙주. 고영훈. 신생휘. 한운성. 권영우. 형진식. 이강소. 김기창.  송수남. 오수환. 이두식. 홍정희. 하종현. 이종상,1991.06.24-1991.10.18,1991. 6. 24 - 7. 28 쟈그레브 중앙미술관 <p> 8. 1 - 8. 22 루브리아나 창카예브롬미술관  <p> 9. 5 - 9. 29 사라예보 이티스티쿰미술관  <p> 10. 2 - 10. 17 베오그라드 현대미술관
과거전시,과천,제17회 앙데빵당전,,1991.06.13-1991.06.20,
과거전시,과천,`90 신소장품전 Ⅱ,<한국화> - 김흥종. 김정묵. 장상의. 한풍열. 김형수. 한진만. 송수남. 홍석창. 조평휘. 이규선 <p> <양화> - 구자승. 유연희. 이영희. 윤지현. 우순옥. 김명희. 엄영삼. 박득순. 유성희. 정정식. 김종휘. 요제치우하. 시드니볼. 칼-오토휼텐  <p> <조각> - 이형우. 오세원. 김청정. 유산호. 김익수. 김영희. 안소니카로  <p> <공예> - 정대유. 이영란. 데시가하라 히로시  <p> <사진> - 임영균  <p> <판화> - 샌프란시스  <p> <서예> - 서희환. 오제봉. 장인식,1991.06.04-1991.07.31,원형전시실Ⅰ외곽일부
과거전시,과천,제6회 대한민국공예대전,,1991.05.20-1991.06.08,
과거전시,과천,제3회 대한민국 서예대전: 한글·한문·사군자·전각,,1991.05.20-1991.06.08,
과거전시,과천,남관: 80년의 생애와 예술,남관,1991.04.25-1991.05.24,제2전시실
과거전시,과천,`90 신소장품전 Ⅰ,▶ 한국화 - 김호득. 김호석. 김병종. 한진만. 홍석창. 강필주. 원문자 <br>▶ 양화 - 우순옥. 김태정. 서용선. 황용엽. 송 경. 정문규. 김종휘. 곽남신. 전 혁림. 마이클 리디스. 빅토르 바사렐리. 마트코 트레보티치. 시드니볼 <br> ▶ 조각 - 이형우. 최인수. 오종욱  <br>▶ 공예 - 박숙희  <br>▶ 사진 - 임영균  <br> ▶ 판화 - 김상구. 김상유. 짐 다인. 빅토르 바사렐리. 캐롤섬머즈 <br>▶ 서예 - 김규진,1991.04.02-1991.05.31,원형전시실Ⅰ외곽일부
과거전시,과천,1991년도 동아미술제_서예·전각·문인화,,1991.03.21-1991.04.02,제 1. 7전시실
과거전시,기타,움직이는 미술관,,1991.03.01-1991.10.31,국립의료원. 아미문화센터. 영등포교도소 등
과거전시,과천,테크놀로지의 예술적 전환,K.P 브레머. 클라우스 폼 부르호. 아스타 그뢰팅. 잉고 귄터. 롤프 율리우스. 울라프 메첼. 아스트리트 클라인. 크리스티나 쿠비슈. 클라우스 케티히. 지그 마르 폴케. 게르하르트 리히터. 카타리나 지베르딩,1991.03.01-1991.04.14,제2전시실
과거전시,과천,요셉 보이스전,요셉 보이스,1991.03.01-1991.03.24,원형전시실
과거전시,과천,신미년 양그림 특별전,총 13명<br> <한국화> - 민경갑. 류지원. 이영수. 윤여환. 이승연. 김보희. 김태정. 유남식  <br> <양화> - 이 림. 이동훈. 천칠봉  <br> <사진> - 김신종. 고길홍,1991.01.04-1991.02.17,제1전시실
과거전시,과천,서울국제미술제,Bryan Hunt 외 58명,1990.11.21-1991.02.20,제2전시실
과거전시,과천,단원 김홍도의 달 기념 : 한국의 현대 풍속화전,이영일 외 34명,1990.11.21-1990.12.05,제7전시실
과거전시,과천,건축가 김수근전,김수근,1990.11.02-1990.12.16,제1전시실
과거전시,과천,소장품으로 엮은 인간과 자연전,김기창 외 97명,1990.10.17-1990.11.10,제 2전시실
과거전시,과천,김흥수 초대전,김흥수,1990.10.17-1990.11.15,제7전시실
과거전시,과천,영국현대공예전,자넷 볼튼. 수지 프리맨. 제랄딘 세인트 어빈 휴버드. 재니스 새먼. 사이안 터커. 윌터 키일러. 사라 래드스톤. 앵거스 수티. 재니스 찰렌코. 사샤 워델. 래이 키이. 피터 나찌에프스키. 짐 패트리지. 호워드 레이볼드. 가이 태플린,1990.09.22-1990.10.21,제6전시실
과거전시,과천,제9회 대한민국미술대전: 한국화·양화·판화·조각,,1990.09.19-1990.10.08,
과거전시,과천,제2회 대한민국서예대전: 한글·한문·사군자·전각,,1990.09.19-1990.10.08,
과거전시,과천,소더비즈 인상파 현대회화전,,1990.09.13-1990.09.23,
과거전시,과천,`90 현대미술초대전: 양화. 조각,강경규외 364명,1990.08.02-1990.08.31,제 1.2.7전시실. 중앙홀
과거전시,기타,제7회 허영전,허영,1990.06.26-1990.07.01,신세계미술관
과거전시,과천,젊은 모색 '90: 한국화의 새로운 방향,강경구외 30명 - 곽정명. 김미순. 김선두. 김선형. 김성은. 김성호. 김성희. 김은숙. 김호석. 김 훈. 문봉선. 박성태. 박인현. 배성환. 사석원. 서도호. 성선옥. 신산옥. 심현희. 이만수. 이선우. 이승하. 이종목. 임정기. 정종미. 조순호. 조 환. 차대영. 하정민. 허 진,1990.06.20-1990.07.19,제1.2전시실
과거전시,과천,제16회 앙데빵당전,,1990.06.19-1990.06.27,
과거전시,과천,일본현대도예전,아끼야마 요. 아라키 다카코. 이시야마. 이토오 고오쇼오. 가네코 준. 구마쿠라 준키치. 고이에 료오지. 사사야마 다다야스. 사토오 사토시. 사토나카 히데토. 스즈키 오사무. 다키구치 가즈오. 즈보이 아스카. 도몽 구니카쯔. 나카무라 긴페이. 나카무라 고오헤이. 하야시 히에유키. 하야시 야스오. 하야미 시로오. 후카미 스에하루. 호시노 사토루. 마츠다 유리코. 미시마 기미요. 미야시타 젠지. 미야나가 리키치. 미와 류우사쿠. 모리노 다이메이. 야나기하라 무쯔오. 야마다 히카루. 요시카와 마사미치,1990.05.23-1990.06.21,제 6전시실
과거전시,과천,제5회 대한민국공예대전,,1990.05.22-1990.06.10,
과거전시,과천,바사렐리전,빅토르 바사렐리,1990.04.21-1990.06.10,제1전시실
과거전시,과천,유고슬라비아 현대회화전,루디 스판젤. 비실리야 요르단. 보요 스타니치. 류노 이반키치. 즈라탄 브라크얀. 미오드라그 프로티치. 쥴리에 키퍼. 안드라즈 살라문. 도르데 이바즈코비치. 즈마고 제라예. 즈로 세데르. 즈라트코 케세르. 미로슬라브 수테이. 베키르 미시리치. 페르디난드 쿨머. 젤코 컵게. 마트코 트레보티치. 보리스 뷰찬. 젠코후쟌. 브라디미르 벨리즈코비치,1990.04.19-1990.06.02,제 2전시실
과거전시,과천,국제야외조각현장제작(M.스타치올리),마우로 스타치올리,1990.04.11-1990.05.17,
과거전시,기타,움직이는 미술관,,1990.04.01-1990.10.31,강남성모병원. 조계사. 정부 제1청사 등
과거전시,국립현대미술관,1990년도 동아미술제: 제5회 미술동우회전,,1990.03.26-1990.04.09,대여관
과거전시,기타,국제현대회화 지방순회특별전,,1990.03.18-1990.04.23,대전시민회관. 전주예술회관
과거전시,국립현대미술관,국제현대회화전 기증작품특별전,,1990.01.01-1990.12.31,
과거전시,과천,한국현대예술적신편장(韓國現代藝術的新篇章),김나영. 양석연. 주인숙. 유승호. 홍일. 장세영. 이중진,1989.12.23-1990.02.04,
과거전시,과천,데시가하라 히로시전,데시가하라 히로시,1989.12.01-1990.01.31,1. 2층 중앙홀
과거전시,과천,이태리현대조각의 단면(1946-1989 ),14명,1989.11.15-1989.12.14,제 1전시실
과거전시,과천,임영균: 뉴욕의 한인예술가(1983~1988),임영균,1989.11.01-1989.11.30,
과거전시,과천,제1회 대한민국서예대전,,1989.10.20-1989.11.08,
과거전시,과천,제8회 대한민국미술대전,,1989.10.20-1989.11.08,
과거전시,기타,서울올림픽 기념축제_국제현대회화 지방순회특별전,62명,1989.09.23-1989.10.02,대구시민회관
과거전시,과천,서울올림픽 기념축제_아시아현대미술전,97 명,1989.09.08-1989.10.03,제 2전시실
과거전시,과천,최선명전,,1989.09.01-1989.09.30,
과거전시,과천,`89 현대미술 초대전,강남미 외 359명,1989.08.02-1989.08.31,제 1.2.7전시실. 중앙홀
과거전시,과천,원계홍 회고전,원계홍,1989.07.06-1989.07.25,제6전시실 일부
과거전시,과천,프랑스판화 신세대전,14 명,1989.07.04-1989.07.23,제1전시실
과거전시,과천,이달의 작가_전수천전,전수천,1989.07.01-1989.07.30,
과거전시,과천,운보 김기창전,김기창,1989.06.28-1989.07.11,제 2전시실
과거전시,과천,제15회 앙데빵당전,,1989.06.24-1989.06.30,
과거전시,과천,샘 채컬리언전,샘 채컬리언,1989.06.14-1989.07.23,제1전시실
과거전시,과천,에밀리 카 「숲의 정령전」,에밀리 카,1989.06.02-1989.07.02,제6전시실 일부
과거전시,과천,한우식 초대전,한우식,1989.06.01-1989.06.30,제 5전시실
과거전시,과천,제4회 대한민국공예대전,,1989.05.30-1989.06.18,
과거전시,과천,독일현대회화전,4명,1989.05.05-1989.06.18,제2전시실 및 1층 중앙홀
과거전시,과천,독일바우하우스전,josef albers. alfred arndt. herbert bayer. anton brenner. marcel breuer. lyonel feininger. walter gropius. edvard heiberg. ludwig hilberseimer. ludwig hirschfeld-mack. johannes itten. wassily kandinsky. paul klee. gerhard marcks. adolf meyer. hannes meyer. ludwig mies van der rohe. laszlo moholy-nagy. geory muche. walter peterhans. lili reich. hinnerk scheper. oskar schlemmer. joost schmidt. lothar schreyer. gunta stadler-stolzl. mart stam. hans wittwer,1989.05.03-1989.06.01,제1전시실
과거전시,과천,임세택과 강명희전,임세택. 강명희,1989.04.19-1989.05.18,제 7전시실
과거전시,과천,`89 청년작가전,권석봉외 32명,1989.03.26-1989.04.23,제2전시실 및 중앙전시홀(1층)
과거전시,과천,이달의 작가 '89_신문용전,2월-신문용(양화). 3월-박경란(양화). 4월-이경수(양화). 5월-이자경(양화). <br> 6월-이영희(양화). 7월-전수천(양화). 8월-유연희(양화). 9월-최선영(양화).  <br> 10월-조성희(양화). 11월-임영균(사진). 12월-오원배(양화),1989.02.01-1989.02.28,1층 원형전시실
과거전시,과천,`88 현대미술의상전,가정혜 외 36명,1988.11.26-1988.12.31,1층 중앙홀
과거전시,과천,제19회 전국대학미전,,1988.11.23-1988.12.01,
과거전시,과천,보나노떼. 안토니에타 데 미트리오 작품전,체코 보나노떼. 안토니에타 데 미트리오,1988.11.17-1988.12.04,제 6전시실
과거전시,과천,이달의 작가_신성희전,신성희,1988.11.02-1988.11.30,
과거전시,과천,제7회 대한민국미술대전,,1988.10.25-1988.11.13,
과거전시,과천,장대천 명작전,장대천,1988.10.12-1988.11.11,제6전시실
과거전시,과천,국제현대회화전 기증작품특별전,62명,1988.10.11-1988.12.31,제 5전시실
과거전시,과천,백남준 비디오 인스탈레이션 「다다익선」,,1988.09.15-1988.09.15,램프코어
과거전시,과천,국제현대회화전,156명,1988.08.17-1988.10.05,제1. 7전시실 및 1층 중앙홀 일부
과거전시,과천,한국현대미술전,강행원 외 504명,1988.08.17-1988.10.05,
과거전시,과천,독일 꼴라쥬전,Joseph Beuys. Karl F. Borneff. Jurgen Brodwolf. Wolfgang Ehehalt. Jochen Gerz. Matthias Gessinger. Heinz E. Hirscher. Gerhard Hoehme. Alfonso Huppi. Angelika Janz. Herbert Kaufmann. Fritz Kothe. Jiri Kolar. Werner Kreuzhage. Franz Mon. Miriam Munsky. Ulf Rungenhagen. Michael Schenk. Johannes Schreiter. Bernard Schultz. Max Sollner. Peter Sorge. Wolf vostell,1988.07.20-1988.08.28,1층 원형전시실(외곽일부)
과거전시,과천,제3회 대한민국공예대전,,1988.07.12-1988.12.31,
과거전시,과천,이달의 작가_정연희전,정연희,1988.06.01-1988.06.30,
과거전시,과천,프랑스 20세기 미술전 : 1975-87,8명,1988.05.26-1988.06.25,제7전시실. 제1전시실(일부)
과거전시,과천,비젠도기 일천년전 그리고 지금 - 후지와라 유우의 세계,후지와라 유우,1988.05.10-1988.05.29,제 2전시실
과거전시,과천,이성자 초대전,이성자,1988.04.01-1988.04.30,
과거전시,과천,1988년도 동아미술제: `78~`86 대상. 미술상수상작가초대전,,1988.03.25-1988.04.13,대여관
과거전시,과천,현대이태리미술전,Alighiero Boetti. Luciano Fabro. Gianni Kounellis. Piero Manzoni. Maurizio Mocbetti. Giulio Paolini. Pino Pascali. Michelangelo Pistoletto,1988.03.08-1988.03.26,제2전시실
과거전시,과천,`88 이달의 작가전,3월-박영준(양화). 4월-박혜숙(양화). 5월-노정란(양화). 6월-정연희(양화). 9월-이강자(조각). 10월-조성무(입체). 11월-신성희(양화). 12월- 김흥모(양화),1988.03.01-1988.12.31,1층 원형전시실
과거전시,과천,제2회 대한민국공예대전,,1987.12.03-1987.12.22,
과거전시,과천,`87 현대의상전,가정혜외 40명,1987.12.02-1987.12.31,제1.2전시실
과거전시,과천,미스터리어스(MYSTERIOUS),,1987.11.19-1987.11.26,제 1전시실
과거전시,과천,이달의 작가,,1987.11.11-1987.12.09,1층 원형전시실
과거전시,과천,20세기 이태리 판화·드로잉전,6명,1987.11.10-1987.12.09,3층 회랑전시실
과거전시,과천,제18회 전국대학미전,,1987.11.01-1987.11.10,
과거전시,과천,옐로스톤: 자연의 힘이 ?는 시,토마스 모란,1987.10.15-1987.11.30,제 6전시실 일부
과거전시,과천,제6회 대한민국미술대전: 한국화. 양화. 판화. 조각. 서예,,1987.10.02-1987.10.21,
과거전시,과천,현대미국세라믹전,루디 오티오. 윌리암 데일리. 토니 헵번. 쥰 가네꼬. 마이클 루세로. 커크 맹 거스. 피터 볼코스. 베티 우드만,1987.10.01-1987.10.30,1층 원형전시실
과거전시,과천,한국현대미술에 있어서의 흑과 백전,40명,1987.08.25-1987.10.24,제 5전시실
과거전시,과천,`87 중화민국 현대회화전,63명,1987.08.06-1987.08.30,제 2전시실
과거전시,과천,`87 프린트 어드벤쳐전 - 서울·삿뽀로,<일본작가> 薦井善則. 岡部昌生. 越谷賢一. 末武英一. 矢崎勝美. 石垣光雄. 枾崎 熙. Mike 後藤. 中村興市. 我妻英信. 一原有德. 木村雅信. 佐木 徹. 藤木正則  <br> <한국작가> 권영숙. 김태호. 백금남. 송번수. 이순만. 임영길. 정 일. 하정애. 김봉합. 김현실. 서승원. 윤명노. 이승일. 장영숙. 지석철. 한운경. 김상구. 김형대. 석난희. 이상풍. 이은산. 장화진. 태옥선. 홍재연. 김정병. 박광진. 손철호. 이선 원. 이인화. 전경자. 하동철,1987.07.10-1987.08.08,제 7전시실
과거전시,과천,독일현대조각전,27명,1987.07.07-1987.08.02,제1전시실
과거전시,과천,한·불 건축전,#NAME?,1987.07.04-1987.07.31,제 2전시실
과거전시,과천,제13회 앙데빵당전,,1987.06.25-1987.07.02,
과거전시,과천,`87 현대미술초대전,김기창외 624명,1987.05.23-1987.06.21,제1.2.7전시실 및 1층 중앙홀
과거전시,과천,최욱경전,최욱경,1987.04.28-1987.05.17,제2전시실
과거전시,과천,이림 유작전,이림,1987.04.10-1987.05.17,제1전시실
과거전시,과천,진양욱 유작전,진양욱,1987.03.21-1987.04.30,제 4전시실
과거전시,과천,제24회 목우회 공모미술대전,,1987.03.06-1987.03.13,
과거전시,과천,`87 이달의 작가전,10명,1987.03.01-1987.12.31,
과거전시,과천,`87 청년작가전,25 pieces,1987.02.28-1987.03.29,제 2전시실
과거전시,과천,86 대한민국공예대전,,1986.11.07-1986.12.06,제 7전시실
과거전시,덕수궁,제17회 전국대학미전,,1986.10.20-1986.10.29,
과거전시,과천,제5회 대한민국미술대전: 한국화. 양화. 판화. 조각,,1986.10.15-1986.11.03,
과거전시,과천,프랑스 20세기 미술전,9명,1986.08.26-1986.10.31,제7전시실 및 제1전시실 일부
과거전시,과천,`86 서울아시아 현대미술전,49명,1986.08.26-1986.12.25,1층 원형전시실 및 제1전시실 일부
과거전시,과천,한국현대미술의 어제와 오늘,권영우 외 478명,1986.08.26-1986.10.03,
과거전시,과천,프레데릭 R. 와이즈만 컬렉션전,70명,1986.08.26-1986.10.10,제1전시실
과거전시,과천,국립현대미술관준공개관 기념전,,1986.08.25-1986.12.15,
과거전시,국립현대미술관,제9회 중앙미술대전,,1986.08.07-1986.08.20,국립현대미술관
과거전시,국립현대미술관,제12회 앙데빵당전,,1986.06.12-1986.06.18,국립현대미술관
과거전시,덕수궁,프랑스현대파스텔화전,,1986.05.23-1986.06.08,
과거전시,국립현대미술관,이동훈회고전,이동훈,1986.05.01-1986.05.18,국립현대미술관
과거전시,덕수궁,`84-85 국가기증작품특별전,,1985.12.06-1985.12.25,
과거전시,국립현대미술관,대한민국건축대전,,1985.11.23-1985.12.01,서관(덕수궁 내)
과거전시,덕수궁,박길웅회고전,박길웅,1985.11.13-1985.11.26,
과거전시,국립현대미술관,제16회 전국대학미전,,1985.11.09-1985.11.18,국립현대미술관
과거전시,덕수궁,오지호회고전,오지호,1985.10.24-1985.11.06,
과거전시,국립현대미술관,광복40주년기념 현대미술40년전,175명,1985.10.05-1985.10.18,본관
과거전시,국립현대미술관,제4회 대한민국미술대전: 한국화. 조각. 양화,,1985.09.21-1985.11.02,국립현대미술관
과거전시,덕수궁,최영림회고전,최영림,1985.09.14-1985.09.27,
과거전시,덕수궁,독일현대도예전,,1985.09.03-1985.09.30,
과거전시,덕수궁,85 서울미술대전,,1985.08.26-1985.09.08,동관
과거전시,덕수궁,곽인식초대전,곽인식,1985.08.08-1985.08.19,
과거전시,덕수궁,원로작가초대전: 장우성. 유경채,장우성 외 3명,1985.06.21-1985.07.10,
과거전시,덕수궁,85 현대미술초대전,601명,1985.05.18-1985.06.16,
과거전시,국립현대미술관,제4회 대한민국미술대전_서예공예,,1985.04.20-1985.05.09,국립현대미술관
과거전시,국립현대미술관,1985년도 동아미술제: 사진. 공예. 서예. 문인화공모전,,1985.03.29-1985.04.07,국립현대미술관
과거전시,국립현대미술관,원곡 김기승 기증작품특별전,김기승,1985.03.27-1985.04.14,동관 2층
과거전시,덕수궁,85 청년작가전,43명,1985.03.05-1985.03.24,
과거전시,덕수궁,조선일보 창간 65주년 라울뒤피 명작전,,1985.03.01-1985.03.31,
과거전시,덕수궁,임군홍 특별전,임군홍,1985.01.08-1985.02.08,
과거전시,덕수궁,한국근대미술자료전,,1984.12.05-1984.12.30,
과거전시,덕수궁,송병돈. 박상옥. 박수근 특별전,송병돈. 박상옥. 박수근,1984.10.16-1984.12.16,
과거전시,국립현대미술관,제3회 대한민국미술대전_한국화조각양화,,1984.09.28-1984.10.17,국립현대미술관
과거전시,국립현대미술관,한국천주교회 200주년: 현대종교미술국제전,,1984.07.21-1984.09.14,국립현대미술관
과거전시,국립현대미술관,제7회 중앙미술대전: 공모전. 5·6회 대상작가 초대전,,1984.06.23-1984.07.02,국립현대미술관
과거전시,덕수궁,`84현대미술 초대전,550명,1984.05.18-1984.06.17,
과거전시,국립현대미술관,제3회 대한민국미술대전_서예공예,,1984.04.21-1984.05.10,국립현대미술관
과거전시,국립현대미술관,1984년 동아미술제: 회화. 조각부문공모전,,1984.03.30-1984.04.08,국립현대미술관
과거전시,덕수궁,프랑스성화전,,1984.03.09-1984.04.08,
과거전시,덕수궁,정규 특별전,정규,1984.03.01-1984.04.30,
과거전시,덕수궁,김환기10주기전,김환기,1984.03.01-1984.03.25,
과거전시,덕수궁,서진달 특별전,서진달,1984.01.14-1984.02.29,
과거전시,덕수궁,서울국제임팩트전,29개국 150명(국내20명. 국외130명),1983.12.17-1983.12.30,
과거전시,덕수궁,황술조 특별전,황술조,1983.12.01-1983.12.31,덕수궁 미술관
과거전시,덕수궁,삽화가로서의 현대미술가전,28명,1983.11.10-1983.11.28,
과거전시,덕수궁,한독수교100주년 독일현대미술전,,1983.11.03-1983.11.25,
과거전시,덕수궁,이태리 구상판화전,29명,1983.10.08-1983.10.20,
과거전시,덕수궁,구본웅 특별전,구본웅,1983.09.25-1983.10.30,
과거전시,국립현대미술관,제2회 대한민국미술대전: 한국화·양화·조각,,1983.09.15-1983.10.04,국립현대미술관
과거전시,국립현대미술관,제14회 전국대학미전 목록,,1983.08.24-1983.09.01,국립현대미술관
