전시구분, 장소, 제목, 참여작가, 기간, 전시실
과거전시,덕수궁,탄생 96주년기념 샤갈전,,1983.08.20-1983.09.18,
과거전시,덕수궁,4회 서울국제판화비엔날레,,1983.07.27-1983.08.15,
과거전시,덕수궁,인도 불교문화 사진전,,1983.07.15-1983.07.24,
과거전시,국립현대미술관,제10회 앙데빵당,,1983.06.28-1983.07.03,국립현대미술관
과거전시,덕수궁,원로작가 초대전(유희강전),유희강,1983.06.04-1983.06.22,
과거전시,국립현대미술관,한국현대사진대표작전,,1983.05.16-1983.05.25,국립현대미술관
과거전시,국립현대미술관,제6회 중앙미술대전: 운보 김기창 세계풍물작품전,,1983.05.14-1983.05.30,국립현대미술관
과거전시,덕수궁,세네갈현대회화전,,1983.04.23-1983.05.15,
과거전시,국립현대미술관,제2회 대한민국미술대전_서예공예,,1983.04.21-1983.05.10,국립현대미술관
과거전시,국립현대미술관,오트볼타전,,1983.04.20-1983.05.09,서관1층 소전시실
과거전시,국립현대미술관,1983년도 동아미술제: 사진. 공예. 서예. 문인화공모전,,1983.04.02-1983.04.11,국립현대미술관
과거전시,덕수궁,영국현대판화전,8명,1983.03.17-1983.03.30,
과거전시,덕수궁,`83 현대미술 초대전,213명,1983.03.01-1983.03.30,
과거전시,덕수궁,`83 청년작가전,26명,1983.02.12-1983.02.25,
과거전시,덕수궁,살바도르 달리 판화전,,1983.01.15-1983.01.25,
과거전시,덕수궁,현대종이의 조형 한국과 일본전,61명(한국31명. 일본30명),1982.12.14-1982.12.27,
과거전시,덕수궁,70년대 이태리현대건축전,24명,1982.11.19-1982.12.07,
과거전시,덕수궁,강창원 건칠전,강창원,1982.11.05-1982.11.14,
과거전시,국립현대미술관,개화기 풍물사진전,,1982.10.13-1982.11.01,소전시실
과거전시,국립현대미술관,제1회 대한민국미술대전_회화조각,,1982.10.02-1982.10.21,국립현대미술관
과거전시,국립현대미술관,전두환 대통령 아프리카 · 카나다 순방 선물 및 사진전시회,,1982.09.30-1982.10.13,국립현대미술관
과거전시,덕수궁,한중 현대 서화전,211명(한국작가93명. 중국작가118명),1982.08.12-1982.09.09,
과거전시,덕수궁,고종황제초상화특별전,허버트 보스,1982.07.30-1983.05.30,
과거전시,덕수궁,`82 현대미술 초대전,188명,1982.07.19-1982.08.08,
과거전시,국립현대미술관,제5회 중앙미술대전,,1982.07.07-1982.07.16,국립현대미술관
과거전시,덕수궁,프랑스 세레파 판화전,11명,1982.06.24-1982.07.04,
과거전시,덕수궁,임응식 초대전(원로작가 초대전),임응식,1982.06.21-1982.07.04,
과거전시,덕수궁,청전 이상범 10주기 기념특별전,이상범,1982.06.16-1982.07.25,
과거전시,덕수궁,17회 한국미술협회전,,1982.06.12-1982.06.18,
과거전시,덕수궁,제1회 대한민국 미술대전: 서예·공예,,1982.05.20-1982.06.08,
과거전시,국립현대미술관,1982 동아미술제,,1982.04.29-1982.05.08,국립현대미술관
과거전시,덕수궁,재외작가 초대전,55명,1982.04.09-1982.04.27,
과거전시,덕수궁,탄생100주년 피카소전,,1982.02.27-1982.04.11,
과거전시,덕수궁,유럽성화(아이콘)전,,1982.02.26-1982.04.02,
과거전시,국립현대미술관,제9회 앙데빵당,,1981.11.23-1981.11.29,국립현대미술관
과거전시,덕수궁,서양화가 눈으로 본 한국의 자연전,57명,1981.11.04-1981.11.20,
과거전시,덕수궁,제30회 국전: 동양화. 서양화. 조각,,1981.10.02-1981.10.31,
과거전시,덕수궁,제 12회 전국대학미전,,1981.09.09-1981.09.18,
과거전시,덕수궁,한국현대수묵화전,54명,1981.08.18-1981.09.02,
과거전시,덕수궁,남관 초대전(원로작가 초대전),남관,1981.08.17-1981.09.13,
과거전시,덕수궁,제30회 국전: 서예. 공예. 건축. 사진,,1981.05.22-1981.06.15,
과거전시,덕수궁,한국미술 `81전,262명,1981.04.17-1981.05.07,
과거전시,덕수궁,드로잉 '81전,,1981.04.02-1981.04.15,
과거전시,덕수궁,`81 청년작가전,22명,1981.03.02-1981.03.16,
과거전시,국립현대미술관,프랑스 르·싸롱 출품작 선정: 제17회 목우회 공모미술전,,1980.12.06-1980.12.12,국립현대미술관
과거전시,덕수궁,전국대학미전,,1980.11.25-1980.12.02,
과거전시,덕수궁,김흥수전(원로작가 초대전),김흥수,1980.11.23-1980.12.12,
과거전시,국립현대미술관,제7회 한국미술대상전,,1980.11.06-1980.11.19,국립현대미술관
과거전시,덕수궁,운보 김기창 초대 회고전(원로작가 초대전),김기창,1980.11.05-1980.11.20,
과거전시,덕수궁,영국회화의 색채전,15명,1980.10.20-1980.10.31,
과거전시,덕수궁,오노레?도미에 판화전,도미에,1980.10.02-1980.10.15,
과거전시,덕수궁,한국판화드로잉대전,135명,1980.10.02-1980.10.15,
과거전시,덕수궁,제29회 국전: 동양화. 서양화. 조각,,1980.10.02-1980.10.31,
과거전시,국립현대미술관,제8회 앙데빵당전,,1980.08.08-1980.08.14,국립현대미술관
과거전시,국립현대미술관,제16회 한국미술협회전,,1980.07.29-1980.08.04,국립현대미술관
과거전시,국립현대미술관,한국미술의 새 시대를 여는 제3회 중앙미술대전,,1980.06.21-1980.07.05,
과거전시,덕수궁,한국현대미술-1950년대 동양화전,89명,1980.06.03-1980.06.19,
과거전시,덕수궁,제29회 국전: 서예. 공예. 건축. 사진,,1980.05.02-1980.05.31,
과거전시,덕수궁,김종영 초대전(원로작가 초대전),김종영,1980.04.03-1980.04.20,
과거전시,국립현대미술관,서울현대미술제,,1979.12.14-1979.12.23,
과거전시,국립현대미술관,제16회 목우회 공모미술전,,1979.12.03-1979.12.12,국립현대미술관
과거전시,국립현대미술관,김흥수초대전,김흥수,1979.11.23-1979.12.12,
과거전시,덕수궁,동양화가의 눈으로 본 한국의 자연전(실경산수화전),72명,1979.11.05-1979.11.20,
과거전시,덕수궁,제28회 국전: 동양화. 서양화. 조각,,1979.10.02-1979.10.31,
과거전시,덕수궁,제10회 대학미전,,1979.09.06-1979.09.13,
과거전시,덕수궁,한국현대미술 - 1950년대 서양화전,60명,1979.09.01-1979.09.14,
과거전시,국립현대미술관,창주 박성환 초대전,,1979.08.22-1979.09.03,국립현대미술관
과거전시,국립현대미술관,제15회 한국미술협회전,,1979.08.14-1979.08.19,국립현대미술관
과거전시,국립현대미술관,제7회 앙데빵당,,1979.07.17-1979.07.23,
과거전시,덕수궁,2회 미술단체 초대 연립전,,1979.06.20-1979.07.03,
과거전시,덕수궁,유영국전(원로작가 초대전),유영국,1979.06.04-1979.06.17,
과거전시,국립현대미술관,한국미술의 새 시대를 여는 제2회 중앙미술대전 ,,1979.06.04-1979.06.17,국립현대미술관
과거전시,덕수궁,제28회 국전: 서예. 공예. 건축. 사진,,1979.05.01-1979.05.30,
과거전시,국립현대미술관,1979년도 동아미술제(사진. 공예. 서예부문 공모전),,1979.04.04-1979.04.17,국립현대미술관
과거전시,덕수궁,제16회 전국회원전,,1979.02.22-1979.02.28,소전시실
과거전시,국립현대미술관,제14회 한국미술협회전,,1978.12.11-1978.12.16,국립현대미술관
과거전시,국립현대미술관,제15회 목우회 공모미술전,,1978.11.24-1978.11.30,국립현대미술관
과거전시,국립현대미술관,제5회 한국미술대상전,,1978.11.13-1978.11.22,국립현대미술관
과거전시,덕수궁,한국현대도예전,14명,1978.11.10-1978.12.10,
과거전시,덕수궁,한국현대미술 20년의 동향전,122명,1978.11.03-1978.11.12,
과거전시,국립현대미술관,제27회 국전(동양화. 서양화. 조각),,1978.10.02-1978.10.31,
과거전시,덕수궁,제9회 대학미전,,1978.09.04-1978.09.11,
과거전시,덕수궁,우향 박래현 초대유작전,박래현,1978.09.01-1978.09.15,
과거전시,국립현대미술관,동양화구주순회귀국전(Traveling Exhibition of Korean Painting),,1978.08.07-1978.08.28,국립현대미술관
과거전시,덕수궁,1회 미술단체초대연립전,,1978.08.03-1978.08.25,
과거전시,덕수궁,이성자 초대전(원로작가 초대전),이성자,1978.07.19-1978.08.01,
과거전시,덕수궁,제5회 한국여류조각가회전,,1978.07.19-1978.08.01,
과거전시,국립현대미술관,제10주년 기념 · 14회 현대공간회조각전,,1978.07.10-1978.07.16,국립혀내미술관
과거전시,국립현대미술관,제6회 앙데빵당전,,1978.07.03-1978.07.08,국립현대미술관
과거전시,덕수궁,한국현대미술대전-서예.건축.사진,130,1978.06.16-1978.07.15,
과거전시,국립현대미술관,한국미술의 새 시대를 여는 제1회 중앙미술대전,,1978.06.03-1978.06.22,국립현대미술관
과거전시,덕수궁,제27회 국전: 서예. 공예. 건축. 사진,,1978.05.02-1978.05.31,
과거전시,덕수궁,유강렬 초대 유작전,유강렬,1978.03.30-1978.04.13,
과거전시,국립현대미술관,1978년도 동아미술제 회화. 조각공모전,,1978.03.30-1978.04.12,국립현대미술관
과거전시,덕수궁,역대국전수상작품전,,1977.11.30-1977.12.30,
과거전시,국립현대미술관,제13회 한국미술협회전,,1977.11.30-1977.12.05,국립현대미술관
과거전시,덕수궁,중국고대서화전,,1977.11.16-1977.11.25,
과거전시,국립현대미술관,제14회 목우회공모미술전,,1977.11.05-1977.11.13,국립현대미술관
과거전시,덕수궁,문화인초대문묵전,,1977.11.05-1977.11.14,
과거전시,덕수궁,제26회 백양회회원전·제11회 백양회공모전,,1977.11.03-1977.11.13,
과거전시,덕수궁,제8회 불교미술전람회,,1977.10.15-1977.10.30,
과거전시,덕수궁,제26회 국전(동양화. 서양화. 조각),,1977.09.30-1977.10.31,
과거전시,국립현대미술관,제8회 전국대학문화예술축전 대학미전,,1977.08.29-1977.09.06,국립현대미술관
과거전시,국립현대미술관,제13회 현대공간회조각전,,1977.07.28-1977.08.03,국립현대미술관
과거전시,덕수궁,제4회 한국여류조각가회전,,1977.07.20-1977.07.26,
과거전시,국립현대미술관,한국여류화가회전,,1977.07.20-1977.07.26,국립현대미술관
과거전시,국립현대미술관,17회 구상전,,1977.07.13-1977.07.22,국립현대미술관
과거전시,국립현대미술관,호주현대사진전,,1977.07.02-1977.07.22,서관
과거전시,덕수궁,제6회 한국신미술회,,1977.07.02-1977.07.11,
과거전시,국립현대미술관,제5회 앙데빵당전,,1977.06.20-1977.06.24,국립현대미술관
과거전시,국립현대미술관,제4회 한국미술대상전,,1977.06.07-1977.06.17,국립현대미술관
과거전시,덕수궁,제26회 국전: 서예. 공예. 건축. 사진,,1977.05.02-1977.05.31,
과거전시,국립현대미술관,오늘의 한국 특별사진전,,1977.04.06-1977.04.19,국립현대미술관
과거전시,덕수궁,한국현대미술대전 - 서양화,147명,1977.03.14-1977.04.02,
과거전시,덕수궁,재미여류화가: 박순 작품전,박순,1977.03.03-1977.03.11,
과거전시,덕수궁,기증작품 특별전,14명,1977.02.01-1977.02.20,
과거전시,국립현대미술관,민족기록화(구국위업편),,1976.11.27-1976.12.12,국립현대미술관
과거전시,덕수궁,독일현대도예전,,1976.11.05-1976.11.24,
과거전시,국립현대미술관,제3회 한국미술대상전,,1976.11.03-1976.11.22,국립현대미술관
과거전시,국립현대미술관,환·히예네스 예술사진전,,1976.10.01-1976.10.07,국립현대미술관
과거전시,국립현대미술관,제7회 전국대학문화예술축전 대학미전 입선작품,,1976.09.06-1976.09.11,국립현대미술관
과거전시,국립현대미술관,제12회 현대공간회조각전,,1976.08.05-1976.08.11,국립현대미술관
과거전시,덕수궁,제5회 한국신미술회,,1976.07.28-1976.08.03,
과거전시,덕수궁,제25회 백양회회원전. 제10회 백양회공모전,,1976.07.28-1976.08.03,
과거전시,덕수궁,우당 유창환 선생 유묵전,유창환,1976.07.21-1976.08.04,
과거전시,국립현대미술관,제12회 한국미술협회회원전,,1976.07.21-1976.07.27,국립현대미술관
과거전시,국립현대미술관,창작미술협회 창립 20주년 기념 공모전,,1976.07.11-1976.07.17,국립현대미술관
과거전시,국립현대미술관,제4회 앙데빵당전,,1976.07.03-1976.07.09,국립현대미술관
과거전시,국립현대미술관,에꼴 드 서울,,1976.06.26-1976.07.01,국립현대미술관
과거전시,덕수궁,제3회 한국여류조각가회전,,1976.06.19-1976.06.24,
과거전시,덕수궁,한국현대미술대전 - 동양화,68명,1976.06.16-1976.07.15,
과거전시,덕수궁,제11회 대한민국 상공미술전람회,,1976.06.04-1976.06.17,
과거전시,국립현대미술관,제13회 목우회공모전,,1976.04.17-1976.04.24,국립현대미술관
과거전시,국립현대미술관,15회 구상전,,1976.04.10-1976.04.15,국립현대미술관
과거전시,국립현대미술관,창조회전,,1976.03.30-1976.04.06,국립현대미술관
과거전시,덕수궁,제13회 전국회원전,,1976.02.28-1976.03.05,
과거전시,국립현대미술관,창조회전,,1975.12.08-1975.12.14,국립현대미술관
과거전시,덕수궁,김환기 회고전,김환기,1975.12.03-1975.12.17,
과거전시,국립현대미술관,제4회 대학국제교류전_제25회 서울대학교 미술대학 미전,,1975.12.02-1975.12.12,국립현대미술관
과거전시,국립현대미술관,중화민국당대미술전시회,,1975.11.10-1975.11.30,국립현대미술관
과거전시,덕수궁,여성세계사진전시회,,1975.11.06-1975.11.26,
과거전시,덕수궁,24회 국전: 제1부 동양화. 서양화. 조각. 제3부 서예(사군자 포함),,1975.10.02-1975.10.31,
과거전시,국립현대미술관,제6회 전국대학문화예술축전 대학미전 입선작품 목록,,1975.09.08-1975.09.13,국립현대미술관
과거전시,국립현대미술관,제3회 앙데빵당전,,1975.08.29-1975.09.03,국립현대미술관
과거전시,국립현대미술관,민족기록화-전승편·경제편,,1975.08.12-1975.08.26,국립현대미술관
과거전시,국립현대미술관,제13회 낙우회조각전,,1975.08.07-1975.08.12,소전시실
과거전시,국립현대미술관,제11회 한국미술협회회원전,,1975.07.21-1975.07.26,국립현대미술관
과거전시,국립현대미술관,제13회 구상전,,1975.07.11-1975.07.16,국립현대미술관
과거전시,덕수궁,제9회 백양회공모전·제24회 백양회회원전,,1975.07.11-1975.07.16,
과거전시,덕수궁,한국현대미술대전 - 공예,100명,1975.07.09-1975.07.27,
과거전시,국립현대미술관,12회 목우회공모전,,1975.07.01-1975.07.07,국립현대미술관
과거전시,덕수궁,1st GROUP 平面,곽남신. 김용익. 김선. 박재희. 장석원. 정찬석. 최경식. 최병찬,1975.07.01-1975.07.07,
과거전시,국립현대미술관,제1회 7-5인회전,,1975.06.23-1975.06.29,국립현대미술관
과거전시,국립현대미술관,제20회 창작미술협회전,,1975.06.22-1975.06.27,국립현대미술관
과거전시,덕수궁,제3회 여류화가회전,,1975.06.21-1975.06.28,
과거전시,덕수궁,제2회 한국여류조각가회전,,1975.06.21-1975.06.28,
과거전시,국립현대미술관,제6회 한국현대조각회전,,1975.06.14-1975.06.20,국립현대미술관
과거전시,국립현대미술관,제10회 대한민국 상공미전,,1975.06.05-1975.06.18,국립현대미술관
과거전시,덕수궁,24회 국전: 제2부 동양화. 서양화. 조각. 제4부 공예. 건축. 사진,,1975.05.02-1975.05.31,
과거전시,국립현대미술관,제2회 앙데빵당전,,1974.12.20-1974.12.28,국립현대미술관
과거전시,국립현대미술관,제3회 대학국제교류전,,1974.11.02-1974.11.14,국립현대미술관
과거전시,국립현대미술관,12회 낙우회조각전,,1974.11.01-1974.11.07,소전시실
과거전시,덕수궁,23회 국전,,1974.10.02-1974.10.31,
과거전시,국립현대미술관,제5회 전국대학문화예술축전 대학미전 입선작품 목록,,1974.09.10-1974.09.17,국립현대미술관
과거전시,덕수궁,제1회 한국여류조각가회전,,1974.09.05-1974.09.12,소전시실
과거전시,덕수궁,원로작가 초대전,36명,1974.09.02-1974.09.13,
과거전시,덕수궁,제11회 구상전,,1974.07.21-1974.08.02,
과거전시,덕수궁,제8회 백양회공모전·제23회 백양회회원전,,1974.07.19-1974.08.02,
과거전시,국립현대미술관,제2회 여류화가회전,,1974.07.04-1974.07.12,국립현대미술관
과거전시,국립현대미술관,제19회 창작미술협회전 및 제2회 한일미술작품교류서울전,,1974.07.03-1974.07.17,국립현대미술관
과거전시,덕수궁,제9회 현대공간회조각전,,1974.06.30-1974.07.07,
과거전시,덕수궁,제9회 대한민국 상공미전,,1974.06.15-1974.06.30,
과거전시,덕수궁,한국현대미술대전 - 조각,111명,1974.06.10-1974.06.30,
과거전시,국립현대미술관,제11회 목우회공모전,,1974.06.03-1974.06.10,국립현대미술관
과거전시,덕수궁,23회 국전,,1974.05.02-1974.05.31,
과거전시,국립현대미술관,제10회 한국미술협회회원전,,1974.03.28-1974.04.10,국립현대미술관
과거전시,국립현대미술관,민족 기록화 전시회(경제편),,1974.03.14-1974.03.26,국립현대미술관
과거전시,국립현대미술관,영국수채화전,,1974.03.08-1974.03.24,서관
과거전시,덕수궁,제28회 서울대학교 미술대학 졸업작품전,,1974.02.12-1974.02.17,
과거전시,덕수궁,제22회 백양회전,,1973.12.10-1973.12.23,
과거전시,덕수궁,22회 국전,,1973.10.10-1973.11.15,
과거전시,국립현대미술관,제4회 전국대학문화예술축전 대학미전,,1973.09.14-1973.09.20,국립현대미술관
과거전시,국립현대미술관,제3회 대한민국 건축 및 사진전람회,,1973.09.01-1973.09.20,국립현대미술관
과거전시,국립현대미술관,제18회 창작미술가협회전,,1973.08.20-1973.08.29,국립현대미술관
과거전시,덕수궁,제10회 구상전,,1973.08.18-1973.08.27,
과거전시,덕수궁,제23회 서울대학교 미술대학 미전: 제2회 대학국제교류전,,1973.07.31-1973.08.09,덕수궁
과거전시,덕수궁,한국현역화가 100인전,113명,1973.07.05-1973.08.04,
과거전시,국립현대미술관,제8회 상공미전: 1973 한국포장대전,,1973.06.01-1973.06.15,경복궁
과거전시,국립현대미술관,제10회 목우회공모전,,1973.05.03-1973.05.15,국립현대미술관
과거전시,국립현대미술관,제7회 백양회공모전,,1973.05.03-1973.05.15,국립현대미술관
과거전시,국립현대미술관,한국아방가르드협회 AG전,,1972.12.11-1972.12.25,경복궁
과거전시,국립현대미술관,월남전 기록화 전시회,,1972.12.08-1972.12.22,국립현대미술관
과거전시,국립현대미술관,새마을 미술전,,1972.10.10-1972.11.15,국립현대미술관
과거전시,국립현대미술관,21회 국전,,1972.10.10-1972.11.15,경복궁내
과거전시,국립현대미술관,제3회 전국대학문화예술축전 대학미전,,1972.09.12-1972.09.18,국립현대미술관
과거전시,국립현대미술관,프랑스 명화전_밀레 특별전,,1972.08.23-1972.09.24,
과거전시,국립현대미술관,제1회 앙데빵당전,,1972.08.01-1972.08.15,국립현대미술관
과거전시,국립현대미술관,한국근대미술 60년전,145명,1972.06.27-1972.07.26,경복궁미술관
과거전시,국립현대미술관,제9회 목우회공모전,,1972.06.01-1972.06.20,국립현대미술관
과거전시,국립현대미술관,미국판화특별전,,1972.06.01-1972.06.20,국립현대미술관
과거전시,국립현대미술관,제22회 서울대학교 미술대학 미전,,1972.05.25-1972.05.31,경복궁
과거전시,국립현대미술관,제7회 대한민국 상공미술전람회,,1972.04.17-1972.04.30,국립현대미술관
과거전시,국립현대미술관,6회 백양회공모전·21회 백양회회원전,,1971.11.24-1971.11.30,국립현대미술관
과거전시,국립현대미술관,20회 국전,,1971.10.11-1971.11.14,경복궁미술관
과거전시,국립현대미술관,샤갈특별전,마르크 샤갈,1971.08.21-1971.09.20,국립현대미술관
과거전시,국립현대미술관,프랑스 현대 유화전,,1971.08.21-1971.09.20,국립현대미술관
과거전시,국립현대미술관,창립 10주년 기념 제8회 한국미술협회회원전,,1971.07.31-1971.08.19,국립현대미술관
과거전시,기타,제2회 전국대학문화예술축전,,1971.06.21-1971.09.30,시민회관·국립극장·국립현대미술관·국립중앙공보관
과거전시,국립현대미술관,대학미전(입선자 명단),,1971.06.21-1971.07.05,국립현대미술관
과거전시,국립현대미술관,1971 한국미술대상전,,1971.05.10-1971.06.09,경복궁 내
과거전시,국립현대미술관,제8회 목우회공모전,,1971.04.10-1971.05.03,국립현대미술관
과거전시,국립현대미술관,3.1절기념 한국 판화 종합 대전람회,,1971.03.01-1971.04.05,경복궁미술관
과거전시,국립현대미술관,19회 국전,,1970.10.17-1970.11.16,경복궁미술관
과거전시,국립현대미술관,국립현대미술관 주관: 한국현대조각연합전,김봉구. 신석필. 장현탁. 백현옥. 최국병. 황교영. 엄태정. 강정식. 유종민. 조재구. 김영중. 이종각. 김영학. 김찬식. 최기원. 이승택. 김세경. 손필영. 심문섭. 오세원. 장도수. 장정남. 전준. 황인우,1970.05.05-1970.05.30,국립현대미술관
과거전시,국립현대미술관,한국현대미술연합전,,1970.05.01-1970.05.30,경복궁미술관
과거전시,국립현대미술관,국립현대미술관 주관: 백양회전·동양화전,김기창. 박래현. 김화경. 조중현. 성재휴. 이영수. 김정현. 이유태. 장덕. 심경자. 허건. 김홍종. 김원. 김학수. 김은호. 변관식. 박노수. 장우성. 서세옥. 장운상. 권영우,1970.05.01-1970.05.30,국립현대미술관
과거전시,국립현대미술관,제7회 목우회공모전,,1970.05.01-1970.05.30,국립현대미술관
과거전시,국립현대미술관,루브르미술관소장 현대프랑스명화전,,1970.03.05-1970.04.05,국립현대미술관
과거전시,국립현대미술관,18회 국전,,1969.10.20-1969.11.20,경복궁미술관
과거전시,국립현대미술관,제17회 국전,,1968.10.05-1968.11.05,경복궁미술관
과거전시,국립현대미술관,제3회 대한민국상공미술전람회,,1968.07.25-1968.08.24,경복궁미술관
과거전시,국립현대미술관,제16회 국전,,1967.10.01-1967.10.31,경복궁미술관
과거전시,덕수궁,제2회 대한민국상공미술전람회,,1967.09.01-1967.09.30,종합전시장
과거전시,국립현대미술관,제15회 국전,,1966.10.12-1966.11.10,경복궁미술관
과거전시,국립현대미술관,제10회 현대작가초대미술전,,1966.09.04-1966.09.13,경복궁미술관
과거전시,국립현대미술관,제1회 대한민국 상공미술전람회,,1966.08.03-1966.08.22,경복궁미술관
과거전시,국립현대미술관,제3회 목우회공모미술전 제12회 목우회회원작품전,,1966.06.18-1966.06.27,경복궁미술관
과거전시,국립현대미술관,제5회 신인예술상 미술건축입선작전시회,,1966.06.01-1966.06.08,경복궁미술관
과거전시,덕수궁,제3회 원형회조각전,,1966.05.26-1966.06.06,야외전
과거전시,국립현대미술관,제14회 국전,,1965.10.16-1965.11.15,경복궁미술관
과거전시,국립현대미술관,제4회 신인예술상 미술건축입선작전시회,,1965.06.12-1965.06.18,경복궁미술관
과거전시,국립현대미술관,제3회 신상전,,1964.06.28-1964.07.07,경복궁미술관
과거전시,국립현대미술관,제2회 목우회공모미술전,,1964.06.02-1964.06.10,경복궁미술관
과거전시,국립현대미술관,제2회 신상전,,1963.05.19-1963.05.31,경복궁미술관
과거전시,국립현대미술관,제7회 현대작가초대공모전,,1963.04.18-1963.04.30,경복궁미술관
과거전시,국립현대미술관,제2회 신인예술상 미술건축입선작전시회,,1963.03.23-1963.03.29,경복궁미술관
과거전시,국립현대미술관,제11회 대한민국미술전람회,,1962.10.10-1962.11.10,경복궁. 덕수궁미술관
과거전시,국립현대미술관,제1회 신인예술상 미술·건축 전시회,,1962.05.14-1962.05.25,경복궁미술관
과거전시,국립현대미술관,제6회 현대작가초대공모전,,1962.04.10-1962.05.07,경복궁미술관
과거전시,국립현대미술관,연립전,,1961.10.01-1961.10.07,경복궁미술관
과거전시,국립현대미술관,제9회 국전목록,,1960.10.01-1960.10.30,경복궁미술관
과거전시,덕수궁,4회 청소년적십자 국제친선미술전,,1959.05.04-1959.05.10,
과거전시,국립현대미술관,제3회 현대작가미술전,,1959.04.24-1959.05.13,
과거전시,덕수궁,제4회 현대전,,1958.11.28-1958.12.08,
과거전시,국립현대미술관,제4회 홍익대학 미술전람회 목록,,1958.11.16-1958.11.25,경복궁미술관
과거전시,국립현대미술관,현대작가초대미술전,,1957.11.21-1957.12.04,경복궁미술관
과거전시,국립현대미술관,제3회 전국여자중·고등학교학생미술전람회출품목록,,1956.10.25-1956.11.01,경복궁미술관
